web-scraper-order,web-scraper-start-url,text_raw,price_raw,model_raw,type_year_km_transmission_fuel
1705078081-219,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=78","BMW 320 320d xDrive Touring SteptronicCHF 18'500ab CHF 296 / Monat5 / 6Occasion01.2019124.000 kmAutomatDiesel2540 (SO)PreisCHF 18'500Finanzierungab CHF 296 / Monat5 / 6Anfragen MerkenDetails","CHF 18'500","320d xDrive Touring Steptronic","Occasion01.2019124.000 kmAutomatDiesel2540 (SO)"
1705078081-220,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=78","BMW 325 325i SteptronicCHF 2'900Occasion12.2007125.000 kmAutomatBenzin3426 (BE)PreisCHF 2'900Anfragen MerkenDetails","CHF 2'900","325i Steptronic","Occasion12.2007125.000 kmAutomatBenzin3426 (BE)"
1705078084-221,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=77","BMW M4 M4 Cabrio Competition M xDriveCHF 91'500ab CHF 1'465 / Monat5 / 6Occasion10.20226.200 kmAutomatBenzin8051 (ZH)PreisCHF 91'500Finanzierungab CHF 1'465 / Monat5 / 6Anfragen MerkenDetails","CHF 91'500","M4 Cabrio Competition M xDrive","Occasion10.20226.200 kmAutomatBenzin8051 (ZH)"
1705078084-222,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=77","BMW 320 320d xDrive Touring Luxury Line SteptronicCHF 27'900ab CHF 447 / Monat5 / 6Occasion07.2020100.600 kmAutomatDiesel6340 (ZH)PreisCHF 27'900Finanzierungab CHF 447 / Monat5 / 6Anfragen MerkenDetails","CHF 27'900","320d xDrive Touring Luxury Line Steptronic","Occasion07.2020100.600 kmAutomatDiesel6340 (ZH)"
1705078084-223,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=77","BMW 218 Active Tourer 218d Active Tourer M Sport DKGCHF 34'500ab CHF 552 / Monat5 / 6Occasion07.20225.700 kmAutomatDiesel8051 (ZH)PreisCHF 34'500Finanzierungab CHF 552 / Monat5 / 6Anfragen MerkenDetails","CHF 34'500","218d Active Tourer M Sport DKG","Occasion07.20225.700 kmAutomatDiesel8051 (ZH)"
1705078084-224,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=77","BMW 520 520d xDrive Touring SteptronicCHF 33'900ab CHF 543 / Monat5 / 6Occasion05.201977.000 kmAutomatDiesel5417 (AG)PreisCHF 33'900Finanzierungab CHF 543 / Monat5 / 6Anfragen MerkenDetails","CHF 33'900","520d xDrive Touring Steptronic","Occasion05.201977.000 kmAutomatDiesel5417 (AG)"
1705078084-225,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=77","BMW 116 116iCHF 8'500ab CHF 136 / Monat4.5 / 6Occasion12.2013173.000 kmManuellBenzin8143 (ZH)PreisCHF 8'500Finanzierungab CHF 136 / Monat4.5 / 6Anfragen MerkenDetails","CHF 8'500","116i","Occasion12.2013173.000 kmManuellBenzin8143 (ZH)"
1705078084-226,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=77","BMW 320 320d Edition M Sport SteptronicCHF 26'900ab CHF 431 / Monat5 / 6Occasion12.201966.500 kmAutomatDiesel8717 (SG)PreisCHF 26'900Finanzierungab CHF 431 / Monat5 / 6Anfragen MerkenDetails","CHF 26'900","320d Edition M Sport Steptronic","Occasion12.201966.500 kmAutomatDiesel8717 (SG)"
1705078084-227,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=77","BMW X7 X7 xDrive 48V 40d SteptronicCHF 87'900ab CHF 1'407 / Monat4.5 / 6Occasion03.202240.700 kmAutomatElektro/Diesel6004 (LU)PreisCHF 87'900Finanzierungab CHF 1'407 / Monat4.5 / 6Anfragen MerkenDetails","CHF 87'900","X7 xDrive 48V 40d Steptronic","Occasion03.202240.700 kmAutomatElektro/Diesel6004 (LU)"
1705078084-228,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=77","BMW 1er M Coupé 1er M CoupéCHF 54'900ab CHF 879 / MonatOccasion04.2012110.000 kmManuellBenzin1868 (VS)PreisCHF 54'900Finanzierungab CHF 879 / MonatAnfragen MerkenDetails","CHF 54'900","1er M Coupé","Occasion04.2012110.000 kmManuellBenzin1868 (VS)"
1705078084-229,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=77","BMW M4 M4 CSL CoupéCHF 162'800ab CHF 2'606 / Monat5 / 6Occasion05.20231.000 kmAutomatBenzin8580 (TG)PreisCHF 162'800Finanzierungab CHF 2'606 / Monat5 / 6Anfragen MerkenDetails","CHF 162'800","M4 CSL Coupé","Occasion05.20231.000 kmAutomatBenzin8580 (TG)"
1705078084-230,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=77","BMW M340 M340i xDriveTouring Steptronic M SportCHF 57'900ab CHF 927 / Monat4 / 6Occasion03.202037.400 kmAutomatBenzin8542 (ZH)PreisCHF 57'900Finanzierungab CHF 927 / Monat4 / 6Anfragen MerkenDetails","CHF 57'900","M340i xDriveTouring Steptronic M Sport","Occasion03.202037.400 kmAutomatBenzin8542 (ZH)"
1705078088-231,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=76","BMW 320 320d xDrive M Sport SteptronicCHF 34'998ab CHF 560 / Monat3 / 6Occasion03.2019122.000 kmAutomatDiesel9466 (SG)PreisCHF 34'998Finanzierungab CHF 560 / Monat3 / 6Anfragen MerkenDetails","CHF 34'998","320d xDrive M Sport Steptronic","Occasion03.2019122.000 kmAutomatDiesel9466 (SG)"
1705078088-232,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=76","BMW 320 320d Touring more4you SteptronicCHF 6'900ab CHF 110 / Monat5.5 / 6Occasion03.2009173.000 kmAutomatDiesel4564 (BE)PreisCHF 6'900Finanzierungab CHF 110 / Monat5.5 / 6Anfragen MerkenDetails","CHF 6'900","320d Touring more4you Steptronic","Occasion03.2009173.000 kmAutomatDiesel4564 (BE)"
1705078088-233,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=76","BMW 318 318d Touring Sport Line SteptronicCHF 9'600ab CHF 154 / Monat4.5 / 6Occasion04.2014262.000 kmAutomatDiesel4512 (SO)PreisCHF 9'600Finanzierungab CHF 154 / Monat4.5 / 6Anfragen MerkenDetails","CHF 9'600","318d Touring Sport Line Steptronic","Occasion04.2014262.000 kmAutomatDiesel4512 (SO)"
1705078088-234,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=76","BMW M550 M550d xDrive SteptronicCHF 32'900ab CHF 527 / Monat4.5 / 6Occasion06.2016128.250 kmAutomatDiesel4632 (SO)PreisCHF 32'900Finanzierungab CHF 527 / Monat4.5 / 6Anfragen MerkenDetails","CHF 32'900","M550d xDrive Steptronic","Occasion06.2016128.250 kmAutomatDiesel4632 (SO)"
1705078088-235,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=76","BMW M3 M3 Coupé DSGCHF 66'900ab CHF 1'071 / MonatOccasion01.201171.000 kmAutomatBenzin8046 (ZH)PreisCHF 66'900Finanzierungab CHF 1'071 / MonatAnfragen MerkenDetails","CHF 66'900","M3 Coupé DSG","Occasion01.201171.000 kmAutomatBenzin8046 (ZH)"
1705078088-236,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=76","BMW M4 M4 Coupé CompetitionCHF 84'000ab CHF 1'345 / Monat4.5 / 6Occasion12.202143.000 kmAutomatBenzin5452 (AG)PreisCHF 84'000Finanzierungab CHF 1'345 / Monat4.5 / 6Anfragen MerkenDetails","CHF 84'000","M4 Coupé Competition","Occasion12.202143.000 kmAutomatBenzin5452 (AG)"
1705078088-237,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=76","BMW X5 X5 xDrive M50d SteptronicCHF 58'500ab CHF 937 / Monat3 / 6Occasion05.2019155.000 kmAutomatDiesel3627 (BE)PreisCHF 58'500Finanzierungab CHF 937 / Monat3 / 6Anfragen MerkenDetails","CHF 58'500","X5 xDrive M50d Steptronic","Occasion05.2019155.000 kmAutomatDiesel3627 (BE)"
1705078088-238,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=76","BMW 320 320d xDrive 48V SteptronicCHF 32'980ab CHF 528 / Monat5 / 6Occasion02.202133.590 kmAutomatElektro/Diesel8604 (ZH)PreisCHF 32'980Finanzierungab CHF 528 / Monat5 / 6Anfragen MerkenDetails","CHF 32'980","320d xDrive 48V Steptronic","Occasion02.202133.590 kmAutomatElektro/Diesel8604 (ZH)"
1705078088-239,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=76","BMW M440 M440i xDrive 48V Cabriolet SteptronicCHF 79'900ab CHF 1'279 / Monat4.5 / 6Occasion07.20234.400 kmAutomatBenzin/Elektro1726 (FR)PreisCHF 79'900Finanzierungab CHF 1'279 / Monat4.5 / 6Anfragen MerkenDetails","CHF 79'900","M440i xDrive 48V Cabriolet Steptronic","Occasion07.20234.400 kmAutomatBenzin/Elektro1726 (FR)"
1705078088-240,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=76","BMW 520 520d xDrive Touring SteptronicCHF 31'900ab CHF 511 / Monat5 / 6Occasion12.201987.100 kmAutomatDiesel5417 (AG)PreisCHF 31'900Finanzierungab CHF 511 / Monat5 / 6Anfragen MerkenDetails","CHF 31'900","520d xDrive Touring Steptronic","Occasion12.201987.100 kmAutomatDiesel5417 (AG)"
1705078091-241,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=75","BMW X4 X4 xDrive 28i SteptronicCHF 34'900ab CHF 559 / Monat3.5 / 6Occasion06.201779.000 kmAutomatBenzin3852 (BE)PreisCHF 34'900Finanzierungab CHF 559 / Monat3.5 / 6Anfragen MerkenDetails","CHF 34'900","X4 xDrive 28i Steptronic","Occasion06.201779.000 kmAutomatBenzin3852 (BE)"
1705078091-242,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=75","BMW 525 525d Touring xDrive Luxury Line SteptronicCHF 24'500ab CHF 392 / Monat4.5 / 6Occasion03.2015118.000 kmAutomatDiesel1046 (VD)PreisCHF 24'500Finanzierungab CHF 392 / Monat4.5 / 6Anfragen MerkenDetails","CHF 24'500","525d Touring xDrive Luxury Line Steptronic","Occasion03.2015118.000 kmAutomatDiesel1046 (VD)"
1705078091-243,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=75","BMW 528 528i Touring xDrive SteptronicCHF 16'900ab CHF 271 / Monat5 / 6Occasion11.2015153.000 kmAutomatBenzin8108 (ZH)PreisCHF 16'900Finanzierungab CHF 271 / Monat5 / 6Anfragen MerkenDetails","CHF 16'900","528i Touring xDrive Steptronic","Occasion11.2015153.000 kmAutomatBenzin8108 (ZH)"
1705078091-244,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=75","BMW 320 320d xDrive TouringCHF 2'400Occasion11.2011220.000 kmManuellDiesel3977 (VS)PreisCHF 2'400Anfragen MerkenDetails","CHF 2'400","320d xDrive Touring","Occasion11.2011220.000 kmManuellDiesel3977 (VS)"
1705078091-245,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=75","BMW X5 X5 xDrive 48V 40d M Sport SteptronicCHF 77'999ab CHF 1'249 / Monat5 / 6Occasion09.202222.000 kmAutomatElektro/Diesel3178 (FR)PreisCHF 77'999Finanzierungab CHF 1'249 / Monat5 / 6Anfragen MerkenDetails","CHF 77'999","X5 xDrive 48V 40d M Sport Steptronic","Occasion09.202222.000 kmAutomatElektro/Diesel3178 (FR)"
1705078091-246,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=75","BMW 320 320d xDrive Touring Modern Line SteptronicCHF 12'700ab CHF 203 / Monat5 / 6Occasion06.2014157.000 kmAutomatDiesel4900 (BE)PreisCHF 12'700Finanzierungab CHF 203 / Monat5 / 6Anfragen MerkenDetails","CHF 12'700","320d xDrive Touring Modern Line Steptronic","Occasion06.2014157.000 kmAutomatDiesel4900 (BE)"
1705078091-247,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=75","BMW X5 X5 xDrive M50d Edition 20 Jahre SteptronicCHF 75'500ab CHF 1'209 / Monat4 / 6Occasion08.201972.000 kmAutomatDiesel3627 (BE)PreisCHF 75'500Finanzierungab CHF 1'209 / Monat4 / 6Anfragen MerkenDetails","CHF 75'500","X5 xDrive M50d Edition 20 Jahre Steptronic","Occasion08.201972.000 kmAutomatDiesel3627 (BE)"
1705078091-248,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=75","BMW 320 320i M Sport SteptronicCHF 26'000ab CHF 416 / Monat4.5 / 6Occasion06.201782.000 kmAutomatBenzin3422 (BE)PreisCHF 26'000Finanzierungab CHF 416 / Monat4.5 / 6Anfragen MerkenDetails","CHF 26'000","320i M Sport Steptronic","Occasion06.201782.000 kmAutomatBenzin3422 (BE)"
1705078091-249,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=75","BMW 525 525d xDrive Touring SteptronicCHF 18'999ab CHF 304 / Monat5.5 / 6Occasion04.201393.000 kmAutomatDiesel6834 (TI)PreisCHF 18'999Finanzierungab CHF 304 / Monat5.5 / 6Anfragen MerkenDetails","CHF 18'999","525d xDrive Touring Steptronic","Occasion04.201393.000 kmAutomatDiesel6834 (TI)"
1705078091-250,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=75","BMW X5 X5 xDrive 40d SteptronicCHF 26'999ab CHF 432 / Monat3 / 6Occasion10.2014191.000 kmAutomatDiesel9434 (SG)PreisCHF 26'999Finanzierungab CHF 432 / Monat3 / 6Anfragen MerkenDetails","CHF 26'999","X5 xDrive 40d Steptronic","Occasion10.2014191.000 kmAutomatDiesel9434 (SG)"
1705078095-251,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=74","BMW X4 X4 xDrive 35i SteptronicCHF 27'930ab CHF 447 / Monat4 / 6Occasion11.2015118.540 kmAutomatBenzin6012 (LU)PreisCHF 27'930Finanzierungab CHF 447 / Monat4 / 6Anfragen MerkenDetails","CHF 27'930","X4 xDrive 35i Steptronic","Occasion11.2015118.540 kmAutomatBenzin6012 (LU)"
1705078095-252,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=74","BMW M140 M140i xDrive SteptronicCHF 32'800ab CHF 525 / Monat4.5 / 6Occasion07.201947.000 kmAutomatBenzin9450 (SG)PreisCHF 32'800Finanzierungab CHF 525 / Monat4.5 / 6Anfragen MerkenDetails","CHF 32'800","M140i xDrive Steptronic","Occasion07.201947.000 kmAutomatBenzin9450 (SG)"
1705078095-253,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=74","BMW 525 525d TouringCHF 8'900ab CHF 143 / Monat5 / 6Occasion12.2010249.000 kmAutomatDiesel4600 (SO)PreisCHF 8'900Finanzierungab CHF 143 / Monat5 / 6Anfragen MerkenDetails","CHF 8'900","525d Touring","Occasion12.2010249.000 kmAutomatDiesel4600 (SO)"
1705078095-254,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=74","BMW X3 X3 xDrive 20d SteptronicCHF 14'900ab CHF 239 / Monat4 / 6Occasion12.2013183.000 kmAutomatDiesel4242 (BL)PreisCHF 14'900Finanzierungab CHF 239 / Monat4 / 6Anfragen MerkenDetails","CHF 14'900","X3 xDrive 20d Steptronic","Occasion12.2013183.000 kmAutomatDiesel4242 (BL)"
1705078095-255,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=74","BMW M5 M5 xDrive  Competition DrivelogicCHF 89'900ab CHF 1'439 / Monat5 / 6Occasion12.202057.000 kmAutomatBenzin8887 (SG)PreisCHF 89'900Finanzierungab CHF 1'439 / Monat5 / 6Anfragen MerkenDetails","CHF 89'900","M5 xDrive  Competition Drivelogic","Occasion12.202057.000 kmAutomatBenzin8887 (SG)"
1705078095-256,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=74","BMW 320 320d xDrive Dynamic Edition SteptronicCHF 16'900ab CHF 271 / Monat5 / 6Occasion01.201269.000 kmAutomatDiesel6210 (LU)PreisCHF 16'900Finanzierungab CHF 271 / Monat5 / 6Anfragen MerkenDetails","CHF 16'900","320d xDrive Dynamic Edition Steptronic","Occasion01.201269.000 kmAutomatDiesel6210 (LU)"
1705078095-257,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=74","BMW X3 X3 xDrive 20i SteptronicCHF 17'900ab CHF 287 / Monat4 / 6Occasion11.2015179.500 kmAutomatBenzin8320 (ZH)PreisCHF 17'900Finanzierungab CHF 287 / Monat4 / 6Anfragen MerkenDetails","CHF 17'900","X3 xDrive 20i Steptronic","Occasion11.2015179.500 kmAutomatBenzin8320 (ZH)"
1705078095-258,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=74","BMW 528 528i Touring xDrive SteptronicCHF 18'500ab CHF 296 / Monat4.5 / 6Occasion07.2014161.000 kmAutomatBenzin8203 (SH)PreisCHF 18'500Finanzierungab CHF 296 / Monat4.5 / 6Anfragen MerkenDetails","CHF 18'500","528i Touring xDrive Steptronic","Occasion07.2014161.000 kmAutomatBenzin8203 (SH)"
1705078095-259,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=74","BMW X5 X5 xDrive 50e SteptronicCHF 76'900ab CHF 1'231 / Monat5 / 6Occasion05.202317.999 kmAutomatBenzin/Elektro8404 (ZH)PreisCHF 76'900Finanzierungab CHF 1'231 / Monat5 / 6Anfragen MerkenDetails","CHF 76'900","X5 xDrive 50e Steptronic","Occasion05.202317.999 kmAutomatBenzin/Elektro8404 (ZH)"
1705078095-260,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=74","BMW i3 i3 (94Ah)CHF 15'900ab CHF 255 / Monat5 / 6Occasion02.201861.500 kmAutomatElektro8305 (ZH)PreisCHF 15'900Finanzierungab CHF 255 / Monat5 / 6Anfragen MerkenDetails","CHF 15'900","i3 (94Ah)","Occasion02.201861.500 kmAutomatElektro8305 (ZH)"
1705078099-261,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=73","BMW M340 M340i xDriveTouring Steptronic M SportCHF 53'900ab CHF 863 / Monat4.5 / 6Occasion10.202036.999 kmAutomatBenzin8207 (SH)PreisCHF 53'900Finanzierungab CHF 863 / Monat4.5 / 6Anfragen MerkenDetails","CHF 53'900","M340i xDriveTouring Steptronic M Sport","Occasion10.202036.999 kmAutomatBenzin8207 (SH)"
1705078099-262,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=73","BMW X3 X3 xDrive 30eCHF 85'800ab CHF 1'374 / MonatNeuwagen10 kmAutomatBenzin/Elektro8032 (ZH)PreisCHF 85'800Finanzierungab CHF 1'374 / MonatAnfragen MerkenDetails","CHF 85'800","X3 xDrive 30e","Neuwagen10 kmAutomatBenzin/Elektro8032 (ZH)"
1705078099-263,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=73","BMW 223 223d Active Tourer xDrive M Sport DKGCHF 66'900ab CHF 1'071 / MonatNeuwagen10 kmAutomatElektro/Diesel7000 (GR)PreisCHF 66'900Finanzierungab CHF 1'071 / MonatAnfragen MerkenDetails","CHF 66'900","223d Active Tourer xDrive M Sport DKG","Neuwagen10 kmAutomatElektro/Diesel7000 (GR)"
1705078099-264,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=73","BMW X5 X5 xDrive 48V M60i M Sport Pro SteptronicCHF 151'100ab CHF 2'419 / MonatNeuwagen10 kmAutomatBenzin/Elektro7000 (GR)PreisCHF 151'100Finanzierungab CHF 2'419 / MonatAnfragen MerkenDetails","CHF 151'100","X5 xDrive 48V M60i M Sport Pro Steptronic","Neuwagen10 kmAutomatBenzin/Elektro7000 (GR)"
1705078099-265,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=73","BMW 335 335i CabrioletCHF 23'600ab CHF 378 / Monat4 / 6Occasion07.2010105.000 kmAutomatBenzin8730 (SG)PreisCHF 23'600Finanzierungab CHF 378 / Monat4 / 6 MerkenDetails","CHF 23'600","335i Cabriolet","Occasion07.2010105.000 kmAutomatBenzin8730 (SG)"
1705078099-266,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=73","BMW M3 M3 Touring xDrive Competition MCHF 131'400ab CHF 2'104 / MonatNeuwagen10 kmAutomatBenzin7000 (GR)PreisCHF 131'400Finanzierungab CHF 2'104 / MonatAnfragen MerkenDetails","CHF 131'400","M3 Touring xDrive Competition M","Neuwagen10 kmAutomatBenzin7000 (GR)"
1705078099-267,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=73","BMW X1 X1 xDrive 20d 48V M SportCHF 54'900ab CHF 879 / Monat4 / 6Occasion01.202329.000 kmAutomatElektro/Diesel1726 (FR)PreisCHF 54'900Finanzierungab CHF 879 / Monat4 / 6Anfragen MerkenDetails","CHF 54'900","X1 xDrive 20d 48V M Sport","Occasion01.202329.000 kmAutomatElektro/Diesel1726 (FR)"
1705078099-268,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=73","BMW X5 X5 xDrive 48V 30d M Sport SteptronicCHF 74'900ab CHF 1'199 / Monat5 / 6Occasion12.202224.700 kmAutomatElektro/Diesel8953 (ZH)PreisCHF 74'900Finanzierungab CHF 1'199 / Monat5 / 6Anfragen MerkenDetails","CHF 74'900","X5 xDrive 48V 30d M Sport Steptronic","Occasion12.202224.700 kmAutomatElektro/Diesel8953 (ZH)"
1705078099-269,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=73","BMW X7 X7 xDrive 48V 40i  M Sport Pro SteptronicCHF 124'900ab CHF 2'000 / MonatNeuwagen10 kmAutomatBenzin/Elektro3048 (BE)PreisCHF 124'900Finanzierungab CHF 2'000 / MonatAnfragen MerkenDetails","CHF 124'900","X7 xDrive 48V 40i  M Sport Pro Steptronic","Neuwagen10 kmAutomatBenzin/Elektro3048 (BE)"
1705078099-270,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=73","BMW X7 X7 xDrive 48V 40d  M Sport Pro SteptronicCHF 119'900ab CHF 1'920 / MonatNeuwagen59 kmAutomatElektro/Diesel5702 (AG)PreisCHF 119'900Finanzierungab CHF 1'920 / MonatAnfragen MerkenDetails","CHF 119'900","X7 xDrive 48V 40d  M Sport Pro Steptronic","Neuwagen59 kmAutomatElektro/Diesel5702 (AG)"
1705078104-271,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=72","BMW X5 X5 xDrive 48V 30d M Sport SteptronicCHF 69'500ab CHF 1'113 / Monat5 / 6Occasion06.202218.900 kmAutomatElektro/Diesel8051 (ZH)PreisCHF 69'500Finanzierungab CHF 1'113 / Monat5 / 6Anfragen MerkenDetails","CHF 69'500","X5 xDrive 48V 30d M Sport Steptronic","Occasion06.202218.900 kmAutomatElektro/Diesel8051 (ZH)"
1705078104-272,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=72","BMW X1 X1 xDrive 20i Sport Line SteptronicCHF 32'499ab CHF 520 / Monat4.5 / 6Occasion02.202165.000 kmAutomatBenzin1029 (VD)PreisCHF 32'499Finanzierungab CHF 520 / Monat4.5 / 6Anfragen MerkenDetails","CHF 32'499","X1 xDrive 20i Sport Line Steptronic","Occasion02.202165.000 kmAutomatBenzin1029 (VD)"
1705078104-273,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=72","BMW X3 X3 xDrive 30d xLine SteptronicCHF 38'900ab CHF 623 / Monat4.5 / 6Occasion12.201875.000 kmAutomatDiesel8184 (ZH)PreisCHF 38'900Finanzierungab CHF 623 / Monat4.5 / 6Anfragen MerkenDetails","CHF 38'900","X3 xDrive 30d xLine Steptronic","Occasion12.201875.000 kmAutomatDiesel8184 (ZH)"
1705078104-274,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=72","BMW M235 M235i xDrive SteptronicCHF 35'900ab CHF 575 / Monat4.5 / 6Occasion12.201412.000 kmAutomatBenzin8834 (SZ)PreisCHF 35'900Finanzierungab CHF 575 / Monat4.5 / 6Anfragen MerkenDetails","CHF 35'900","M235i xDrive Steptronic","Occasion12.201412.000 kmAutomatBenzin8834 (SZ)"
1705078104-275,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=72","BMW 120 120d xDrive Steptronic Pure M SportCHF 44'800ab CHF 717 / MonatNeuwagen10 kmAutomatBenzin2504 (BE)PreisCHF 44'800Finanzierungab CHF 717 / MonatAnfragen MerkenDetails","CHF 44'800","120d xDrive Steptronic Pure M Sport","Neuwagen10 kmAutomatBenzin2504 (BE)"
1705078104-276,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=72","BMW M2 M2CHF 86'800ab CHF 1'390 / MonatNeuwagen10 kmAutomatBenzin2504 (BE)PreisCHF 86'800Finanzierungab CHF 1'390 / MonatAnfragen MerkenDetails","CHF 86'800","M2","Neuwagen10 kmAutomatBenzin2504 (BE)"
1705078104-277,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=72","BMW M140 M140i xDrive SteptronicCHF 32'500ab CHF 520 / Monat4 / 6Occasion03.201990.000 kmAutomatBenzin4153 (BL)PreisCHF 32'500Finanzierungab CHF 520 / Monat4 / 6Anfragen MerkenDetails","CHF 32'500","M140i xDrive Steptronic","Occasion03.201990.000 kmAutomatBenzin4153 (BL)"
1705078104-278,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=72","BMW X5 X5 xDrive 40i SteptronicCHF 61'800ab CHF 989 / Monat3 / 6Occasion12.201991.900 kmAutomatBenzin5000 (AG)PreisCHF 61'800Finanzierungab CHF 989 / Monat3 / 6Anfragen MerkenDetails","CHF 61'800","X5 xDrive 40i Steptronic","Occasion12.201991.900 kmAutomatBenzin5000 (AG)"
1705078104-279,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=72","BMW iX iX1 xDrive 30 xLineCHF 62'900ab CHF 1'007 / Monat4 / 6Occasion12.202213.999 kmDirektantrieb, kein GetriebeElektro8404 (ZH)PreisCHF 62'900Finanzierungab CHF 1'007 / Monat4 / 6Anfragen MerkenDetails","CHF 62'900","iX1 xDrive 30 xLine","Occasion12.202213.999 kmDirektantrieb, kein GetriebeElektro8404 (ZH)"
1705078104-280,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=72","BMW X5 X5 xDrive 48V 40d M Sport SteptronicCHF 64'900ab CHF 1'039 / Monat4.5 / 6Occasion05.202170.800 kmAutomat sequentiellElektro/Diesel1870 (VS)PreisCHF 64'900Finanzierungab CHF 1'039 / Monat4.5 / 6Anfragen MerkenDetails","CHF 64'900","X5 xDrive 48V 40d M Sport Steptronic","Occasion05.202170.800 kmAutomat sequentiellElektro/Diesel1870 (VS)"
1705078111-281,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=71","BMW 118 118i Dynamic EditionCHF 4'7005 / 6Occasion03.2010232.300 kmManuellBenzin4460 (BL)PreisCHF 4'7005 / 6Anfragen MerkenDetails","CHF 4'700","118i Dynamic Edition","Occasion03.2010232.300 kmManuellBenzin4460 (BL)"
1705078111-282,"https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=71","BMW 420 420d Gran Coupé xDrive Sport Line SteptronicCHF 26'800ab CHF 429 / Monat5 / 6Occasion01.201859.500 kmAutomatDiesel8051 (ZH)PreisCHF 26'800Finanzierungab CHF 429 / Monat5 / 6Anfragen MerkenDetails","CHF 26'800","420d Gran Coupé xDrive Sport Line Steptronic","Occasion01.201859.500 kmAutomatDiesel8051 (ZH)"
