web-scraper-order,web-scraper-start-url,text_raw,price_raw,model_raw,type_year_km_transmission_fuel,Location,PLZ,km_raw,Year,price,km,luxury,competition,xDrive,automat,km_cat,km_per_year,km_per_year_cat
1705078091-249,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=75,BMW 525 525D XDRIVE TOURING STEPTRONICCHF 18'999AB CHF 304 / MONAT5.5 / 6OCCASION04.201393.000 KMAUTOMATDIESEL6834 (TI)PREISCHF 18'999FINANZIERUNGAB CHF 304 / MONAT5.5 / 6ANFRAGEN MERKENDETAILS,CHF 18'999,525d xDrive Touring Steptronic,Occasion04.201393.000 kmAutomatDiesel6834 (TI),TI,6834,93.000,2013,18999,93000,0,0,1,1,50-120k,8454.55,low
1705078091-250,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=75,BMW X5 X5 XDRIVE 40D STEPTRONICCHF 26'999AB CHF 432 / MONAT3 / 6OCCASION10.2014191.000 KMAUTOMATDIESEL9434 (SG)PREISCHF 26'999FINANZIERUNGAB CHF 432 / MONAT3 / 6ANFRAGEN MERKENDETAILS,CHF 26'999,X5 xDrive 40d Steptronic,Occasion10.2014191.000 kmAutomatDiesel9434 (SG),SG,9434,191.000,2014,26999,191000,0,0,1,1,120k+,19100.0,high
1705078095-251,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=74,BMW X4 X4 XDRIVE 35I STEPTRONICCHF 27'930AB CHF 447 / MONAT4 / 6OCCASION11.2015118.540 KMAUTOMATBENZIN6012 (LU)PREISCHF 27'930FINANZIERUNGAB CHF 447 / MONAT4 / 6ANFRAGEN MERKENDETAILS,CHF 27'930,X4 xDrive 35i Steptronic,Occasion11.2015118.540 kmAutomatBenzin6012 (LU),LU,6012,118.540,2015,27930,118540,0,0,1,1,50-120k,13171.11,medium
1705078095-252,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=74,BMW M140 M140I XDRIVE STEPTRONICCHF 32'800AB CHF 525 / MONAT4.5 / 6OCCASION07.201947.000 KMAUTOMATBENZIN9450 (SG)PREISCHF 32'800FINANZIERUNGAB CHF 525 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 32'800,M140i xDrive Steptronic,Occasion07.201947.000 kmAutomatBenzin9450 (SG),SG,9450,47.000,2019,32800,47000,0,0,1,1,0-50k,9400.0,low
1705078095-253,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=74,BMW 525 525D TOURINGCHF 8'900AB CHF 143 / MONAT5 / 6OCCASION12.2010249.000 KMAUTOMATDIESEL4600 (SO)PREISCHF 8'900FINANZIERUNGAB CHF 143 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 8'900,525d Touring,Occasion12.2010249.000 kmAutomatDiesel4600 (SO),SO,4600,249.000,2010,8900,249000,0,0,0,1,120k+,17785.71,high
1705078095-254,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=74,BMW X3 X3 XDRIVE 20D STEPTRONICCHF 14'900AB CHF 239 / MONAT4 / 6OCCASION12.2013183.000 KMAUTOMATDIESEL4242 (BL)PREISCHF 14'900FINANZIERUNGAB CHF 239 / MONAT4 / 6ANFRAGEN MERKENDETAILS,CHF 14'900,X3 xDrive 20d Steptronic,Occasion12.2013183.000 kmAutomatDiesel4242 (BL),BL,4242,183.000,2013,14900,183000,0,0,1,1,120k+,16636.36,high
1705078095-255,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=74,BMW M5 M5 XDRIVE  COMPETITION DRIVELOGICCHF 89'900AB CHF 1'439 / MONAT5 / 6OCCASION12.202057.000 KMAUTOMATBENZIN8887 (SG)PREISCHF 89'900FINANZIERUNGAB CHF 1'439 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 89'900,M5 xDrive  Competition Drivelogic,Occasion12.202057.000 kmAutomatBenzin8887 (SG),SG,8887,57.000,2020,89900,57000,0,1,1,1,50-120k,14250.0,medium
1705078095-256,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=74,BMW 320 320D XDRIVE DYNAMIC EDITION STEPTRONICCHF 16'900AB CHF 271 / MONAT5 / 6OCCASION01.201269.000 KMAUTOMATDIESEL6210 (LU)PREISCHF 16'900FINANZIERUNGAB CHF 271 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 16'900,320d xDrive Dynamic Edition Steptronic,Occasion01.201269.000 kmAutomatDiesel6210 (LU),LU,6210,69.000,2012,16900,69000,0,0,1,1,50-120k,5750.0,low
1705078095-257,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=74,BMW X3 X3 XDRIVE 20I STEPTRONICCHF 17'900AB CHF 287 / MONAT4 / 6OCCASION11.2015179.500 KMAUTOMATBENZIN8320 (ZH)PREISCHF 17'900FINANZIERUNGAB CHF 287 / MONAT4 / 6ANFRAGEN MERKENDETAILS,CHF 17'900,X3 xDrive 20i Steptronic,Occasion11.2015179.500 kmAutomatBenzin8320 (ZH),ZH,8320,179.500,2015,17900,179500,0,0,1,1,120k+,19944.44,high
1705078095-258,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=74,BMW 528 528I TOURING XDRIVE STEPTRONICCHF 18'500AB CHF 296 / MONAT4.5 / 6OCCASION07.2014161.000 KMAUTOMATBENZIN8203 (SH)PREISCHF 18'500FINANZIERUNGAB CHF 296 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 18'500,528i Touring xDrive Steptronic,Occasion07.2014161.000 kmAutomatBenzin8203 (SH),SH,8203,161.000,2014,18500,161000,0,0,1,1,120k+,16100.0,high
1705078095-259,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=74,BMW X5 X5 XDRIVE 50E STEPTRONICCHF 76'900AB CHF 1'231 / MONAT5 / 6OCCASION05.202317.999 KMAUTOMATBENZIN/ELEKTRO8404 (ZH)PREISCHF 76'900FINANZIERUNGAB CHF 1'231 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 76'900,X5 xDrive 50e Steptronic,Occasion05.202317.999 kmAutomatBenzin/Elektro8404 (ZH),ZH,8404,17.999,2023,76900,17999,0,0,1,1,0-50k,17999.0,high
1705078095-260,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=74,BMW I3 I3 (94AH)CHF 15'900AB CHF 255 / MONAT5 / 6OCCASION02.201861.500 KMAUTOMATELEKTRO8305 (ZH)PREISCHF 15'900FINANZIERUNGAB CHF 255 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 15'900,i3 (94Ah),Occasion02.201861.500 kmAutomatElektro8305 (ZH),ZH,8305,61.500,2018,15900,61500,0,0,0,1,50-120k,10250.0,medium
1705078099-261,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=73,BMW M340 M340I XDRIVETOURING STEPTRONIC M SPORTCHF 53'900AB CHF 863 / MONAT4.5 / 6OCCASION10.202036.999 KMAUTOMATBENZIN8207 (SH)PREISCHF 53'900FINANZIERUNGAB CHF 863 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 53'900,M340i xDriveTouring Steptronic M Sport,Occasion10.202036.999 kmAutomatBenzin8207 (SH),SH,8207,36.999,2020,53900,36999,0,0,1,1,0-50k,9249.75,low
1705078099-262,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=73,BMW X3 X3 XDRIVE 30ECHF 85'800AB CHF 1'374 / MONATNEUWAGEN10 KMAUTOMATBENZIN/ELEKTRO8032 (ZH)PREISCHF 85'800FINANZIERUNGAB CHF 1'374 / MONATANFRAGEN MERKENDETAILS,CHF 85'800,X3 xDrive 30e,Neuwagen10 kmAutomatBenzin/Elektro8032 (ZH),ZH,8032,,8032,85800,,0,0,1,1,,,
1705078099-263,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=73,BMW 223 223D ACTIVE TOURER XDRIVE M SPORT DKGCHF 66'900AB CHF 1'071 / MONATNEUWAGEN10 KMAUTOMATELEKTRO/DIESEL7000 (GR)PREISCHF 66'900FINANZIERUNGAB CHF 1'071 / MONATANFRAGEN MERKENDETAILS,CHF 66'900,223d Active Tourer xDrive M Sport DKG,Neuwagen10 kmAutomatElektro/Diesel7000 (GR),GR,7000,,7000,66900,,0,0,1,1,,,
1705078099-264,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=73,BMW X5 X5 XDRIVE 48V M60I M SPORT PRO STEPTRONICCHF 151'100AB CHF 2'419 / MONATNEUWAGEN10 KMAUTOMATBENZIN/ELEKTRO7000 (GR)PREISCHF 151'100FINANZIERUNGAB CHF 2'419 / MONATANFRAGEN MERKENDETAILS,CHF 151'100,X5 xDrive 48V M60i M Sport Pro Steptronic,Neuwagen10 kmAutomatBenzin/Elektro7000 (GR),GR,7000,,7000,151100,,0,0,1,1,,,
1705078099-265,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=73,BMW 335 335I CABRIOLETCHF 23'600AB CHF 378 / MONAT4 / 6OCCASION07.2010105.000 KMAUTOMATBENZIN8730 (SG)PREISCHF 23'600FINANZIERUNGAB CHF 378 / MONAT4 / 6 MERKENDETAILS,CHF 23'600,335i Cabriolet,Occasion07.2010105.000 kmAutomatBenzin8730 (SG),SG,8730,105.000,2010,23600,105000,0,0,0,1,50-120k,7500.0,low
1705078099-266,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=73,BMW M3 M3 TOURING XDRIVE COMPETITION MCHF 131'400AB CHF 2'104 / MONATNEUWAGEN10 KMAUTOMATBENZIN7000 (GR)PREISCHF 131'400FINANZIERUNGAB CHF 2'104 / MONATANFRAGEN MERKENDETAILS,CHF 131'400,M3 Touring xDrive Competition M,Neuwagen10 kmAutomatBenzin7000 (GR),GR,7000,,7000,131400,,0,1,1,1,,,
1705078099-267,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=73,BMW X1 X1 XDRIVE 20D 48V M SPORTCHF 54'900AB CHF 879 / MONAT4 / 6OCCASION01.202329.000 KMAUTOMATELEKTRO/DIESEL1726 (FR)PREISCHF 54'900FINANZIERUNGAB CHF 879 / MONAT4 / 6ANFRAGEN MERKENDETAILS,CHF 54'900,X1 xDrive 20d 48V M Sport,Occasion01.202329.000 kmAutomatElektro/Diesel1726 (FR),FR,1726,29.000,2023,54900,29000,0,0,1,1,0-50k,29000.0,high
1705078099-268,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=73,BMW X5 X5 XDRIVE 48V 30D M SPORT STEPTRONICCHF 74'900AB CHF 1'199 / MONAT5 / 6OCCASION12.202224.700 KMAUTOMATELEKTRO/DIESEL8953 (ZH)PREISCHF 74'900FINANZIERUNGAB CHF 1'199 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 74'900,X5 xDrive 48V 30d M Sport Steptronic,Occasion12.202224.700 kmAutomatElektro/Diesel8953 (ZH),ZH,8953,24.700,2022,74900,24700,0,0,1,1,0-50k,12350.0,medium
1705078099-269,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=73,BMW X7 X7 XDRIVE 48V 40I  M SPORT PRO STEPTRONICCHF 124'900AB CHF 2'000 / MONATNEUWAGEN10 KMAUTOMATBENZIN/ELEKTRO3048 (BE)PREISCHF 124'900FINANZIERUNGAB CHF 2'000 / MONATANFRAGEN MERKENDETAILS,CHF 124'900,X7 xDrive 48V 40i  M Sport Pro Steptronic,Neuwagen10 kmAutomatBenzin/Elektro3048 (BE),BE,3048,,3048,124900,,0,0,1,1,,,
1705078099-270,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=73,BMW X7 X7 XDRIVE 48V 40D  M SPORT PRO STEPTRONICCHF 119'900AB CHF 1'920 / MONATNEUWAGEN59 KMAUTOMATELEKTRO/DIESEL5702 (AG)PREISCHF 119'900FINANZIERUNGAB CHF 1'920 / MONATANFRAGEN MERKENDETAILS,CHF 119'900,X7 xDrive 48V 40d  M Sport Pro Steptronic,Neuwagen59 kmAutomatElektro/Diesel5702 (AG),AG,5702,,5702,119900,,0,0,1,1,,,
1705078104-271,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=72,BMW X5 X5 XDRIVE 48V 30D M SPORT STEPTRONICCHF 69'500AB CHF 1'113 / MONAT5 / 6OCCASION06.202218.900 KMAUTOMATELEKTRO/DIESEL8051 (ZH)PREISCHF 69'500FINANZIERUNGAB CHF 1'113 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 69'500,X5 xDrive 48V 30d M Sport Steptronic,Occasion06.202218.900 kmAutomatElektro/Diesel8051 (ZH),ZH,8051,18.900,2022,69500,18900,0,0,1,1,0-50k,9450.0,low
1705078104-272,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=72,BMW X1 X1 XDRIVE 20I SPORT LINE STEPTRONICCHF 32'499AB CHF 520 / MONAT4.5 / 6OCCASION02.202165.000 KMAUTOMATBENZIN1029 (VD)PREISCHF 32'499FINANZIERUNGAB CHF 520 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 32'499,X1 xDrive 20i Sport Line Steptronic,Occasion02.202165.000 kmAutomatBenzin1029 (VD),VD,1029,65.000,2021,32499,65000,0,0,1,1,50-120k,21666.67,high
1705078104-273,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=72,BMW X3 X3 XDRIVE 30D XLINE STEPTRONICCHF 38'900AB CHF 623 / MONAT4.5 / 6OCCASION12.201875.000 KMAUTOMATDIESEL8184 (ZH)PREISCHF 38'900FINANZIERUNGAB CHF 623 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 38'900,X3 xDrive 30d xLine Steptronic,Occasion12.201875.000 kmAutomatDiesel8184 (ZH),ZH,8184,75.000,2018,38900,75000,0,0,1,1,50-120k,12500.0,medium
1705078104-274,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=72,BMW M235 M235I XDRIVE STEPTRONICCHF 35'900AB CHF 575 / MONAT4.5 / 6OCCASION12.201412.000 KMAUTOMATBENZIN8834 (SZ)PREISCHF 35'900FINANZIERUNGAB CHF 575 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 35'900,M235i xDrive Steptronic,Occasion12.201412.000 kmAutomatBenzin8834 (SZ),SZ,8834,12.000,2014,35900,12000,0,0,1,1,0-50k,1200.0,low
1705078104-275,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=72,BMW 120 120D XDRIVE STEPTRONIC PURE M SPORTCHF 44'800AB CHF 717 / MONATNEUWAGEN10 KMAUTOMATBENZIN2504 (BE)PREISCHF 44'800FINANZIERUNGAB CHF 717 / MONATANFRAGEN MERKENDETAILS,CHF 44'800,120d xDrive Steptronic Pure M Sport,Neuwagen10 kmAutomatBenzin2504 (BE),BE,2504,,2504,44800,,0,0,1,1,,,
1705078104-276,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=72,BMW M2 M2CHF 86'800AB CHF 1'390 / MONATNEUWAGEN10 KMAUTOMATBENZIN2504 (BE)PREISCHF 86'800FINANZIERUNGAB CHF 1'390 / MONATANFRAGEN MERKENDETAILS,CHF 86'800,M2,Neuwagen10 kmAutomatBenzin2504 (BE),BE,2504,,2504,86800,,0,0,0,1,,,
1705078104-277,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=72,BMW M140 M140I XDRIVE STEPTRONICCHF 32'500AB CHF 520 / MONAT4 / 6OCCASION03.201990.000 KMAUTOMATBENZIN4153 (BL)PREISCHF 32'500FINANZIERUNGAB CHF 520 / MONAT4 / 6ANFRAGEN MERKENDETAILS,CHF 32'500,M140i xDrive Steptronic,Occasion03.201990.000 kmAutomatBenzin4153 (BL),BL,4153,90.000,2019,32500,90000,0,0,1,1,50-120k,18000.0,high
1705078104-278,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=72,BMW X5 X5 XDRIVE 40I STEPTRONICCHF 61'800AB CHF 989 / MONAT3 / 6OCCASION12.201991.900 KMAUTOMATBENZIN5000 (AG)PREISCHF 61'800FINANZIERUNGAB CHF 989 / MONAT3 / 6ANFRAGEN MERKENDETAILS,CHF 61'800,X5 xDrive 40i Steptronic,Occasion12.201991.900 kmAutomatBenzin5000 (AG),AG,5000,91.900,2019,61800,91900,0,0,1,1,50-120k,18380.0,high
1705078104-279,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=72,"BMW IX IX1 XDRIVE 30 XLINECHF 62'900AB CHF 1'007 / MONAT4 / 6OCCASION12.202213.999 KMDIREKTANTRIEB, KEIN GETRIEBEELEKTRO8404 (ZH)PREISCHF 62'900FINANZIERUNGAB CHF 1'007 / MONAT4 / 6ANFRAGEN MERKENDETAILS",CHF 62'900,iX1 xDrive 30 xLine,"Occasion12.202213.999 kmDirektantrieb, kein GetriebeElektro8404 (ZH)",ZH,8404,13.999,2022,62900,13999,0,0,1,0,0-50k,6999.5,low
1705078104-280,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=72,BMW X5 X5 XDRIVE 48V 40D M SPORT STEPTRONICCHF 64'900AB CHF 1'039 / MONAT4.5 / 6OCCASION05.202170.800 KMAUTOMAT SEQUENTIELLELEKTRO/DIESEL1870 (VS)PREISCHF 64'900FINANZIERUNGAB CHF 1'039 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 64'900,X5 xDrive 48V 40d M Sport Steptronic,Occasion05.202170.800 kmAutomat sequentiellElektro/Diesel1870 (VS),VS,1870,70.800,2021,64900,70800,0,0,1,1,50-120k,23600.0,high
1705078111-281,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=71,BMW 118 118I DYNAMIC EDITIONCHF 4'7005 / 6OCCASION03.2010232.300 KMMANUELLBENZIN4460 (BL)PREISCHF 4'7005 / 6ANFRAGEN MERKENDETAILS,CHF 4'700,118i Dynamic Edition,Occasion03.2010232.300 kmManuellBenzin4460 (BL),BL,4460,232.300,2010,4700,232300,0,0,0,0,120k+,16592.86,high
1705078111-282,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=71,BMW 420 420D GRAN COUPÉ XDRIVE SPORT LINE STEPTRONICCHF 26'800AB CHF 429 / MONAT5 / 6OCCASION01.201859.500 KMAUTOMATDIESEL8051 (ZH)PREISCHF 26'800FINANZIERUNGAB CHF 429 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 26'800,420d Gran Coupé xDrive Sport Line Steptronic,Occasion01.201859.500 kmAutomatDiesel8051 (ZH),ZH,8051,59.500,2018,26800,59500,0,0,1,1,50-120k,9916.67,low
1705078111-283,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=71,BMW 430 430I XDRIVE CABRIOLET M SPORT STEPTRONICCHF 75'900AB CHF 1'215 / MONATNEUWAGEN10 KMAUTOMATBENZIN1806 (VD)PREISCHF 75'900FINANZIERUNGAB CHF 1'215 / MONATANFRAGEN MERKENDETAILS,CHF 75'900,430i xDrive Cabriolet M Sport Steptronic,Neuwagen10 kmAutomatBenzin1806 (VD),VD,1806,,1806,75900,,0,0,1,1,,,
1705078111-284,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=71,BMW 120 120I M SPORT STEPTRONICCHF 44'900AB CHF 719 / MONATNEUWAGEN10 KMAUTOMATBENZIN1806 (VD)PREISCHF 44'900FINANZIERUNGAB CHF 719 / MONATANFRAGEN MERKENDETAILS,CHF 44'900,120i M Sport Steptronic,Neuwagen10 kmAutomatBenzin1806 (VD),VD,1806,,1806,44900,,0,0,0,1,,,
1705078111-285,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=71,BMW M3 M3 TOURING XDRIVE COMPETITION MCHF 129'900AB CHF 2'080 / MONATNEUWAGEN10 KMAUTOMATBENZIN1806 (VD)PREISCHF 129'900FINANZIERUNGAB CHF 2'080 / MONATANFRAGEN MERKENDETAILS,CHF 129'900,M3 Touring xDrive Competition M,Neuwagen10 kmAutomatBenzin1806 (VD),VD,1806,,1806,129900,,0,1,1,1,,,
1705078111-286,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=71,BMW X1 X1 XDRIVE 30ECHF 69'900AB CHF 1'119 / MONATNEUWAGEN10 KMAUTOMATBENZIN/ELEKTRO1806 (VD)PREISCHF 69'900FINANZIERUNGAB CHF 1'119 / MONATANFRAGEN MERKENDETAILS,CHF 69'900,X1 xDrive 30e,Neuwagen10 kmAutomatBenzin/Elektro1806 (VD),VD,1806,,1806,69900,,0,0,1,1,,,
1705078111-287,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=71,BMW I4 I4 M50CHF 92'900AB CHF 1'487 / MONATNEUWAGEN10 KMAUTOMATELEKTRO1806 (VD)PREISCHF 92'900FINANZIERUNGAB CHF 1'487 / MONATANFRAGEN MERKENDETAILS,CHF 92'900,i4 M50,Neuwagen10 kmAutomatElektro1806 (VD),VD,1806,,1806,92900,,0,0,0,1,,,
1705078111-288,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=71,BMW X1 X1 XDRIVE 30E XLINECHF 76'010AB CHF 1'217 / MONATNEUWAGEN10 KMAUTOMATBENZIN/ELEKTRO1950 (VS)PREISCHF 76'010FINANZIERUNGAB CHF 1'217 / MONATANFRAGEN MERKENDETAILS,CHF 76'010,X1 xDrive 30e xLine,Neuwagen10 kmAutomatBenzin/Elektro1950 (VS),VS,1950,,1950,76010,,0,0,1,1,,,
1705078111-289,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=71,BMW 118 118I ESSENTIAL EDITIONCHF 21'900AB CHF 351 / MONAT4.5 / 6OCCASION11.201933.300 KMMANUELLBENZIN8750 (GL)PREISCHF 21'900FINANZIERUNGAB CHF 351 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 21'900,118i Essential Edition,Occasion11.201933.300 kmManuellBenzin8750 (GL),GL,8750,33.300,2019,21900,33300,0,0,0,0,0-50k,6660.0,low
1705078111-290,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=71,BMW X4M X4M XDRIVE COMPETITION STEPTRONICCHF 89'500AB CHF 1'433 / MONAT5 / 6OCCASION11.20229.300 KMAUTOMATBENZIN8051 (ZH)PREISCHF 89'500FINANZIERUNGAB CHF 1'433 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 89'500,X4M xDrive Competition Steptronic,Occasion11.20229.300 kmAutomatBenzin8051 (ZH),ZH,8051,9.300,2022,89500,9300,0,1,1,1,0-50k,4650.0,low
1705078117-291,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=70,BMW 120 120D XDRIVE STEPTRONIC M SPORTCHF 36'900AB CHF 591 / MONAT5 / 6OCCASION11.202227.400 KMAUTOMATDIESEL4132 (BL)PREISCHF 36'900FINANZIERUNGAB CHF 591 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 36'900,120d xDrive Steptronic M Sport,Occasion11.202227.400 kmAutomatDiesel4132 (BL),BL,4132,27.400,2022,36900,27400,0,0,1,1,0-50k,13700.0,medium
1705078117-292,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=70,BMW 520 520D XDRIVE 48V TOURING PURE M SPORT EDITIONCHF 50'900AB CHF 815 / MONAT5 / 6OCCASION12.202229.900 KMAUTOMATELEKTRO/DIESEL8953 (ZH)PREISCHF 50'900FINANZIERUNGAB CHF 815 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 50'900,520d xDrive 48V Touring Pure M Sport Edition,Occasion12.202229.900 kmAutomatElektro/Diesel8953 (ZH),ZH,8953,29.900,2022,50900,29900,0,0,1,1,0-50k,14950.0,medium
1705078117-293,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=70,BMW X2 X2 M35I STEPTRONICCHF 53'900AB CHF 863 / MONAT4.5 / 6OCCASION08.202216.400 KMAUTOMATBENZIN1726 (FR)PREISCHF 53'900FINANZIERUNGAB CHF 863 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 53'900,X2 M35i Steptronic,Occasion08.202216.400 kmAutomatBenzin1726 (FR),FR,1726,16.400,2022,53900,16400,0,0,0,1,0-50k,8200.0,low
1705078117-294,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=70,BMW X5 X5 XDRIVE 48V 40I M SPORT STEPTRONICCHF 87'900AB CHF 1'407 / MONAT4 / 6OCCASION09.202230.000 KMAUTOMATBENZIN/ELEKTRO1726 (FR)PREISCHF 87'900FINANZIERUNGAB CHF 1'407 / MONAT4 / 6ANFRAGEN MERKENDETAILS,CHF 87'900,X5 xDrive 48V 40i M Sport Steptronic,Occasion09.202230.000 kmAutomatBenzin/Elektro1726 (FR),FR,1726,30.000,2022,87900,30000,0,0,1,1,0-50k,15000.0,medium
1705078117-295,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=70,BMW 520 520D XDRIVE 48V M SPORT STEPTRONICCHF 79'999AB CHF 1'281 / MONAT4.5 / 6VORFÜHRWAGEN01.20243.000 KMAUTOMATELEKTRO/DIESEL4147 (BL)PREISCHF 79'999FINANZIERUNGAB CHF 1'281 / MONAT4.5 / 6ANFRAGEN MERKENDETAILS,CHF 79'999,520d xDrive 48V M Sport Steptronic,Vorführwagen01.20243.000 kmAutomatElektro/Diesel4147 (BL),BL,4147,3.000,2024,79999,3000,0,0,1,1,0-50k,inf,
1705078117-296,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=70,BMW X6M X6M STEPTRONIC M COMPETITIONCHF 122'900AB CHF 1'968 / MONAT3.5 / 6OCCASION01.202184.000 KMAUTOMATBENZIN1847 (VD)PREISCHF 122'900FINANZIERUNGAB CHF 1'968 / MONAT3.5 / 6ANFRAGEN MERKENDETAILS,CHF 122'900,X6M Steptronic M Competition,Occasion01.202184.000 kmAutomatBenzin1847 (VD),VD,1847,84.000,2021,122900,84000,0,1,0,1,50-120k,28000.0,high
1705078117-297,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=70,BMW M440 M440I XDRIVE 48V COUPÉ STEPTRONICCHF 58'500AB CHF 937 / MONAT5 / 6OCCASION02.202227.800 KMAUTOMATBENZIN/ELEKTRO8051 (ZH)PREISCHF 58'500FINANZIERUNGAB CHF 937 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 58'500,M440i xDrive 48V Coupé Steptronic,Occasion02.202227.800 kmAutomatBenzin/Elektro8051 (ZH),ZH,8051,27.800,2022,58500,27800,0,0,1,1,0-50k,13900.0,medium
1705078117-298,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=70,BMW X7 X7 XDRIVE 48V 40D  M SPORT PRO STEPTRONICCHF 139'900AB CHF 2'240 / MONATNEUWAGEN10 KMAUTOMATELEKTRO/DIESEL1895 (VS)PREISCHF 139'900FINANZIERUNGAB CHF 2'240 / MONATANFRAGEN MERKENDETAILS,CHF 139'900,X7 xDrive 48V 40d  M Sport Pro Steptronic,Neuwagen10 kmAutomatElektro/Diesel1895 (VS),VS,1895,,1895,139900,,0,0,1,1,,,
1705078117-299,https://www.comparis.ch/carfinder/marktplatz/bmw/?q=query&page=70,BMW 420 420I CABRIOLET STEPTRONICCHF 27'900AB CHF 447 / MONAT5 / 6OCCASION05.201526.600 KMAUTOMATBENZIN8750 (GL)PREISCHF 27'900FINANZIERUNGAB CHF 447 / MONAT5 / 6ANFRAGEN MERKENDETAILS,CHF 27'900,420i Cabriolet Steptronic,Occasion05.201526.600 kmAutomatBenzin8750 (GL),GL,8750,26.600,2015,27900,26600,0,0,0,1,0-50k,2955.56,low
