web-scraper-order,model_raw,Location,PLZ,Year,price,km,luxury,competition,xDrive,automat,km_cat,km_per_year,lat,lon
1705078362-706,X3 xDrive 20d,JU,2853,2012,8500,136000.0,0,0,1,0,120k+,11333.33,47.52463150024414,7.846163272857666
1705078362-707,M3 Competition,VS,1994,2018,66800,80000.0,0,1,0,1,50-120k,13333.33,46.204341888427734,7.314501762390137
1705078362-708,218d xDrive Active Tourer,BE,3052,2016,11890,145000.0,0,0,1,0,120k+,18125.0,46.983184814453125,7.45760440826416
1705078362-709,328i,BS,4056,1998,10500,110000.0,0,0,0,1,50-120k,4230.77,47.59967041015625,7.53209114074707
1705078362-710,X5 3.0i,LU,4806,2003,2999,274000.0,0,0,0,1,120k+,13047.62,47.2642707824707,7.974603652954102
1705078367-711,120d xDrive M Sport Steptronic,SZ,6417,2015,18500,135500.0,0,0,1,1,120k+,15055.56,47.058353424072266,8.659653663635254
1705078367-712,X6 xDrive 50i Steptronic,ZH,8108,2016,46900,71000.0,0,0,1,1,50-120k,8875.0,47.44398498535156,8.441779136657715
1705078367-713,X5 xDrive 40d Steptronic,AG,4665,2011,11990,248000.0,0,0,1,1,120k+,19076.92,47.31504821777344,7.912245750427246
1705078367-714,X3 xDrive 48V 20d Steptronic,ZH,8051,2023,51500,12100.0,0,0,1,1,0-50k,12100.0,47.40443420410156,8.563179969787598
1705078367-715,X2 M35i Steptronic,ZH,8192,2019,32500,74973.0,0,0,0,1,50-120k,14994.6,47.55952072143555,8.492358207702637
1705078367-716,X1 xDrive 25d Steptronic,BL,4414,2017,30900,54000.0,0,0,1,1,50-120k,7714.29,47.51905822753906,7.734082221984863
1705078367-717,X1 xDrive 25d Steptronic,BL,4402,2017,30900,54000.0,0,0,1,1,50-120k,7714.29,47.506690979003906,7.7182793617248535
1705078367-718,iX xDrive50,SG,9016,9016,119000,,0,0,1,1,,,47.44694519042969,9.404833793640137
1705078367-719,M240i xDrive Steptronic,SG,9242,2019,32900,70000.0,0,0,1,1,50-120k,14000.0,47.430015563964844,9.139251708984375
1705078367-720,120i Edition Sport Line,LU,6022,2018,15900,135000.0,0,0,0,0,120k+,22500.0,47.13540267944336,8.045092582702637
1705078373-721,225xe iPerformance Active Tourer M Sport Aut.,ZH,8404,2017,19900,66999.0,0,0,0,1,50-120k,9571.29,47.51799392700195,8.762868881225586
1705078373-722,X2 xDrive 20d Steptronic,SG,9606,2020,30990,32000.0,0,0,1,1,0-50k,8000.0,47.36264419555664,9.070243835449219
1705078373-723,X1 xDrive 18d xLine Steptronic,VD,1030,2020,29000,70800.0,0,0,1,1,50-120k,17700.0,46.550113677978516,6.557084560394287
1705078373-724,M440i xDrive 48V Coupé Steptronic,VD,1030,2022,60000,21500.0,0,0,1,1,0-50k,10750.0,46.550113677978516,6.557084560394287
1705078373-725,X1 xDrive 18d,SO,4614,2021,27800,63800.0,0,0,1,0,50-120k,21266.67,47.3318977355957,7.83531379699707
1705078373-726,iX3 Impressive,GR,7000,7000,76200,,0,0,0,1,,,46.864017486572266,9.535412788391113
1705078373-727,X3 xDrive 30e,GR,7000,7000,89900,,0,0,1,1,,,46.864017486572266,9.535412788391113
1705078373-728,iX1 xDrive 30 M Sport,GR,7000,7000,73100,,0,0,1,1,,,46.864017486572266,9.535412788391113
1705078373-729,218d Active Tourer M Sport DKG,TI,6500,2023,58500,8900.0,0,0,0,1,0-50k,8900.0,46.188255310058594,9.0117769241333
1705078373-730,116i,AG,4303,2007,3900,164000.0,0,0,0,0,120k+,9647.06,47.539466857910156,7.71691370010376
1705078377-731,X1 xDrive 25e M Sport Steptronic,ZH,8952,2020,35500,31300.0,0,0,1,1,0-50k,7825.0,47.39497756958008,8.437274932861328
1705078377-732,X4 xDrive 20i M Sport X Steptronic,ZH,8952,2018,42500,26100.0,0,0,1,1,0-50k,4350.0,47.39497756958008,8.437274932861328
1705078377-733,320d Advantage,ZH,8050,2004,3000,298500.0,0,0,0,0,120k+,14925.0,47.41262435913086,8.53308391571045
1705078377-734,650i Gran Coupé xDrive,AG,5330,2013,22500,179300.0,0,0,1,1,120k+,16300.0,47.597442626953125,8.293642044067383
1705078377-735,i8 Coupé,VS,1994,2017,54900,114000.0,0,0,0,1,50-120k,16285.71,46.204341888427734,7.314501762390137
1705078377-736,M240i xDrive Steptronic,ZH,8404,2020,37900,54999.0,0,0,1,1,50-120k,13749.75,47.51799392700195,8.762868881225586
1705078377-737,X2 xDrive 18d M Sport,VD,1030,2019,25000,69200.0,0,0,1,0,50-120k,13840.0,46.550113677978516,6.557084560394287
1705078377-738,i3s (120Ah) Fleet Edition,ZH,8404,2022,33900,28999.0,0,0,0,0,0-50k,14499.5,47.51799392700195,8.762868881225586
1705078377-739,X1 xDrive 30e M Sport,SH,8207,2023,58900,14999.0,0,0,1,1,0-50k,14999.0,47.720497131347656,8.66555118560791
1705078377-740,X2 M35i Steptronic,ZH,8404,2021,42900,24999.0,0,0,0,1,0-50k,8333.0,47.51799392700195,8.762868881225586
1705078384-741,120d xDrive Steptronic M Sport,SZ,8840,2022,34800,28500.0,0,0,1,1,0-50k,14250.0,47.09796905517578,8.723981857299805
1705078384-742,120d xDrive Edition M Sport Steptronic,ZH,8400,2019,23990,93500.0,0,0,1,1,50-120k,18700.0,47.50355529785156,8.72974967956543
1705078384-743,116i,ZH,8952,2009,2200,179848.0,0,0,0,0,120k+,11989.87,47.39497756958008,8.437274932861328
1705078384-744,525d xDrive Touring Steptronic,BE,4538,2012,11991,182000.0,0,0,1,1,120k+,15166.67,47.250301361083984,7.6757025718688965
1705078384-745,520d Steptronic,ZH,8105,2013,11950,162000.0,0,0,0,1,120k+,14727.27,47.44045639038086,8.478424072265625
1705078384-746,540i xDrive Steptronic,SG,9308,2017,38500,120500.0,0,0,1,1,120k+,17214.29,47.489017486572266,9.370814323425293
1705078384-747,320i,GE,1217,2006,4900,128000.0,0,0,0,0,120k+,7111.11,46.94955062866211,8.62220287322998
1705078384-748,X5 xDrive 50i Steptronic,TG,9517,2012,12800,98000.0,0,0,1,1,50-120k,8166.67,47.54254913330078,9.1135892868042
1705078384-749,520i Touring,SZ,6414,2009,3500,152000.0,0,0,0,0,120k+,10133.33,47.05619812011719,8.530141830444336
1705078384-750,116i Sport Line Steptronic,ZH,8107,2014,5999,248100.0,0,0,0,1,120k+,24810.0,47.45336151123047,8.42252254486084
1705078389-751,X1 xDrive 18d Sport Line Fleet Edition Steptronic,FR,1726,2021,33900,35000.0,0,0,1,1,0-50k,11666.67,46.718807220458984,7.061389446258545
1705078389-752,iX3 Impressive,ZH,8134,2022,56900,30900.0,0,0,0,0,0-50k,15450.0,47.325477600097656,8.52845287322998
1705078389-753,iX3 Inspiring,LU,6208,2022,59900,9000.0,0,0,0,1,0-50k,4500.0,47.14556121826172,8.099379539489746
1705078389-754,320d xDrive 48V Touring Steptronic M Sport Pro,ZH,8048,8048,89500,,0,0,1,1,,,47.38456344604492,8.485977172851562
1705078389-755,X3 xDrive 30i Travel Steptronic,ZH,8048,8048,91500,,0,0,1,1,,,47.38456344604492,8.485977172851562
1705078389-756,320d xDrive 48V Touring Steptronic M Sport Pro,ZH,8048,8048,89500,,0,0,1,1,,,47.38456344604492,8.485977172851562
1705078389-757,320d xDrive 48V Touring Steptronic M Sport Pro,ZH,8048,8048,82500,,0,0,1,1,,,47.38456344604492,8.485977172851562
1705078389-758,i4 M50,ZH,8134,2022,67900,32900.0,0,0,0,0,0-50k,16450.0,47.325477600097656,8.52845287322998
1705078389-759,i3s (120Ah),BL,4107,2022,29990,11250.0,0,0,0,1,0-50k,5625.0,47.478431701660156,7.543700695037842
1705078389-760,118i Steptronic M Sport,ZH,8712,2019,28500,68100.0,0,0,0,1,50-120k,13620.0,47.240299224853516,8.722662925720215
1705078395-761,iX1 xDrive 30 xLine,VD,1030,2023,56000,12900.0,0,0,1,1,0-50k,12900.0,46.550113677978516,6.557084560394287
1705078395-762,118i Steptronic Essential Edition,SH,8207,2019,21900,52999.0,0,0,0,1,50-120k,10599.8,47.720497131347656,8.66555118560791
1705078395-763,X2 xDrive 25e M Sport Steptronic,SH,8207,2021,39900,4999.0,0,0,1,1,0-50k,1666.33,47.720497131347656,8.66555118560791
1705078395-764,730d xDrive Steptronic,AG,5432,2019,54900,52000.0,0,0,1,1,50-120k,10400.0,47.452388763427734,8.319158554077148
1705078395-765,X6 xDrive 50i Steptronic,BE,3661,2009,12900,172300.0,0,0,1,1,120k+,11486.67,46.7323112487793,9.383334159851074
1705078395-766,335i x-Drive Steptronic,ZH,8184,2009,10900,161546.0,0,0,0,1,120k+,10769.73,47.504051208496094,8.544760704040527
1705078395-767,320d xDrive 48V Touring Sport Line Steptronic,SH,8207,2022,32900,77999.0,0,0,1,1,50-120k,38999.5,47.720497131347656,8.66555118560791
1705078395-768,M850i xDrive Steptronic,LU,6010,2022,99900,16500.0,0,0,1,1,0-50k,8250.0,47.044532775878906,8.272661209106445
1705078395-769,320d xDrive Touring Edition M Sport Steptronic,GE,1214,2019,29700,53700.0,0,0,1,1,50-120k,10740.0,46.940494537353516,8.581337928771973
1705078395-770,M135i xDrive Steptronic,GR,7000,7000,70500,,0,0,1,1,,,46.864017486572266,9.535412788391113
1705078401-771,M4 Coupé Competition,VS,1994,2021,74900,73000.0,0,1,0,1,50-120k,24333.33,46.204341888427734,7.314501762390137
1705078401-772,M2 Steptronic,GE,1214,2023,95000,2500.0,0,0,0,1,0-50k,2500.0,46.940494537353516,8.581337928771973
1705078401-773,320d Touring,LU,6030,2010,4900,225300.0,0,0,0,0,120k+,16092.86,47.07193374633789,8.346718788146973
1705078401-774,X3 xDrive 20d (2.0d),SO,5012,2007,3900,285776.0,0,0,1,0,120k+,16810.35,47.384979248046875,8.025575637817383
1705078401-775,X5 4.4i,SG,9205,2000,2490,242170.0,0,0,0,1,120k+,10090.42,47.462528228759766,9.265779495239258
1705078401-776,M135i,ZH,8340,2015,17800,152500.0,0,0,0,0,120k+,16944.44,47.3072509765625,8.82162094116211
1705078401-777,iX1 xDrive 30 M Sport,SO,4624,2023,65000,1000.0,0,0,1,1,0-50k,1000.0,47.30917739868164,7.818492412567139
1705078401-778,320d xDrive Touring Sport Line Steptronic,BL,4434,2016,11900,202000.0,0,0,1,1,120k+,25250.0,47.42205810546875,7.7696051597595215
1705078401-779,X3 xDrive 20d Steptronic,VD,1028,2014,13900,177000.0,0,0,1,1,120k+,17700.0,46.51860809326172,6.527220726013184
1705078401-780,X1 xDrive 18d Steptronic,SZ,8841,2014,12800,177685.0,0,0,1,1,120k+,17768.5,47.10882568359375,8.772257804870605
1705078405-781,X5 xDrive 50i Steptronic,VS,3930,2011,16500,99500.0,0,0,1,1,50-120k,7653.85,46.29117965698242,7.838688850402832
1705078405-782,M550d xDrive Touring Steptronic,SG,7323,2019,53900,56000.0,0,0,1,1,50-120k,11200.0,47.0025634765625,9.420690536499023
1705078405-783,X3 xDrive M40i Steptronic,SG,7323,2019,45900,68000.0,0,0,1,1,50-120k,13600.0,47.0025634765625,9.420690536499023
1705078405-784,223i Active Tourer xDrive M Sport DKG,ZH,8833,8833,62300,,0,0,1,1,,,47.19573974609375,8.694278717041016
1705078405-785,X7 xDrive 48V 40d Steptronic,FR,1726,2021,79900,45500.0,0,0,1,1,0-50k,15166.67,46.718807220458984,7.061389446258545
1705078405-786,M3 Touring xDrive Competition M,SG,9430,2023,107900,10800.0,0,1,1,1,0-50k,10800.0,47.45842742919922,9.61307430267334
1705078405-787,320d GT xDrive M Sport Steptronic,TI,6933,2019,24900,127000.0,0,0,1,1,120k+,25400.0,46.00025177001953,8.911571502685547
1705078405-788,330i xDrive Coupé,VD,1024,2007,7900,181000.0,0,0,1,1,120k+,10647.06,46.529945373535156,6.567632675170898
1705078405-789,335i xDrive Sport Line Steptronic,BL,4222,2013,20299,153000.0,0,0,1,1,120k+,13909.09,47.44059753417969,7.535540580749512
1705078405-790,M5,VD,1000,2006,54500,48300.0,0,0,0,1,0-50k,2683.33,46.553287506103516,6.698237895965576
1705078412-791,M3 Touring xDrive Competition M,ZH,8833,8833,136400,,0,1,1,1,,,47.19573974609375,8.694278717041016
1705078412-792,X5 xDrive 48V 40d M Sport Pro Steptronic,ZH,8048,8048,129900,,0,0,1,1,,,47.38456344604492,8.485977172851562
1705078412-793,X5 xDrive 30d Steptronic,ZH,8400,2015,34900,143000.0,0,0,1,1,120k+,15888.89,47.50355529785156,8.72974967956543
1705078412-794,X5 xDrive 25d Steptronic,SO,4614,2018,44700,42900.0,0,0,1,1,0-50k,7150.0,47.3318977355957,7.83531379699707
1705078412-795,X3 xDrive M Steptronic,ZH,8051,2023,79500,5700.0,0,0,1,1,0-50k,5700.0,47.40443420410156,8.563179969787598
1705078412-796,M340i xDrive 48V Touring Steptronic,ZH,8706,2021,62800,23500.0,0,0,1,1,0-50k,7833.33,47.266754150390625,8.651280403137207
1705078412-797,120d xDrive Steptronic Pure M Sport,SG,7323,7323,57750,,0,0,1,1,,,47.0025634765625,9.420690536499023
1705078412-798,X5M Competition Steptronic Competition,FR,1726,2022,121900,31000.0,0,1,0,1,0-50k,15500.0,46.718807220458984,7.061389446258545
1705078412-799,X5 xDrive 30d Steptronic,SO,4658,2016,28900,162000.0,0,0,1,1,120k+,20250.0,47.352638244628906,7.962329387664795
1705078412-800,ActiveHybrid 5 Steptronic,ZH,8404,2012,10500,188000.0,0,0,0,1,120k+,15666.67,47.51799392700195,8.762868881225586
1705078418-801,XM xDrive PHEV Steptronic,SO,4614,4614,178800,,0,0,1,1,,,47.3318977355957,7.83531379699707
1705078418-802,120d xDrive Steptronic M Sport,VD,1030,2022,37000,22100.0,0,0,1,1,0-50k,11050.0,46.550113677978516,6.557084560394287
1705078418-803,X1 xDrive 20d Steptronic,GE,1214,2017,18900,112980.0,0,0,1,1,50-120k,16140.0,46.940494537353516,8.581337928771973
1705078418-804,X5M Competition,SG,7323,7323,182900,,0,1,0,1,,,47.0025634765625,9.420690536499023
1705078418-805,X7 xDrive 48V 40d  M Sport Pro Steptronic,GR,7000,7000,153300,,0,0,1,1,,,46.864017486572266,9.535412788391113
1705078418-806,X5 xDrive 48V 40d M Sport Pro Steptronic,GR,7000,7000,120600,,0,0,1,1,,,46.864017486572266,9.535412788391113
1705078418-807,X3 xDrive 48V 20d Steptronic,GR,7000,7000,78700,,0,0,1,1,,,46.864017486572266,9.535412788391113
1705078418-808,X3 xDrive M Steptronic,SG,8645,2023,104900,6500.0,0,0,1,1,0-50k,6500.0,47.23775863647461,8.809554100036621
1705078418-809,X3 xDrive 20d (2.0d) Steptronic,ZG,6331,2010,11500,165750.0,0,0,1,1,120k+,11839.29,47.1795768737793,8.428206443786621
1705078418-810,X7 xDrive 48V 40d Steptronic,ZH,8305,2021,81900,35100.0,0,0,1,1,0-50k,11700.0,47.41460037231445,8.622008323669434
1705078423-811,X3 xDrive 20d Individual Steptronic,SO,2540,2019,24900,177000.0,0,0,1,1,120k+,35400.0,47.20136260986328,7.386629104614258
1705078423-812,850i A,SG,9524,1990,49800,48050.0,0,0,0,1,0-50k,1413.24,47.47785186767578,9.103507995605469
1705078423-813,320d Touring Steptronic,SG,9543,2011,7900,149900.0,0,0,0,1,120k+,11530.77,47.4828987121582,9.006515502929688
1705078423-814,X1 xDrive 18d Steptronic,BE,3250,2019,18500,121000.0,0,0,1,1,120k+,24200.0,47.067474365234375,7.302119731903076
1705078423-815,525d Touring xDrive Steptronic,TG,9532,2013,11900,165000.0,0,0,1,1,120k+,15000.0,47.44843292236328,9.054271697998047
1705078423-816,218d xDrive Gran Tourer Steptronic,LU,6244,2020,22900,59000.0,0,0,1,1,50-120k,14750.0,47.19983673095703,7.977214813232422
1705078423-817,530d xDrive 48V Touring Pure M Sport Steptronic,VD,1030,2023,62000,23193.0,0,0,1,1,0-50k,23193.0,46.550113677978516,6.557084560394287
1705078423-818,X1 xDrive 20d 48V M Sport,LU,6244,2023,56900,7500.0,0,0,1,1,0-50k,7500.0,47.19983673095703,7.977214813232422
1705078423-819,X3 xDrive 20d Steptronic,VS,3900,2014,18900,137100.0,0,0,1,1,120k+,13710.0,46.31535339355469,7.988829135894775
1705078423-820,X3 xDrive 20d Individual M Sport Steptronic,ZH,8051,2019,43900,37100.0,0,0,1,1,0-50k,7420.0,47.40443420410156,8.563179969787598
1705078430-821,320d xDrive 48V Touring M Sport Steptronic,LU,6244,2021,42900,43000.0,0,0,1,1,0-50k,14333.33,47.19983673095703,7.977214813232422
1705078430-822,M2 CS,FR,1772,2021,81900,11500.0,0,0,0,1,0-50k,3833.33,46.81247329711914,7.039339542388916
1705078430-823,X1 xDrive 18d Steptronic,BE,3250,2019,16900,159000.0,0,0,1,1,120k+,31800.0,47.067474365234375,7.302119731903076
1705078430-824,118d,AG,5412,2011,3900,209000.0,0,0,0,0,120k+,16076.92,47.474082946777344,8.245540618896484
1705078430-825,X7 xDrive M50d Steptronic,FR,1630,2020,74900,96000.0,0,0,1,1,50-120k,24000.0,47.11949157714844,9.145731925964355
1705078430-826,M2 Steptronic,SG,9430,2023,73500,4150.0,0,0,0,1,0-50k,4150.0,47.45842742919922,9.61307430267334
1705078430-827,125i Coupé Steptronic,BE,3250,2010,13500,48000.0,0,0,0,1,0-50k,3428.57,47.067474365234375,7.302119731903076
1705078430-828,i3 (120Ah),SO,4658,2019,18500,89700.0,0,0,0,1,50-120k,17940.0,47.352638244628906,7.962329387664795
1705078430-829,325xi Touring,SZ,6440,2002,5888,250000.0,0,0,0,0,120k+,11363.64,46.99639129638672,8.619550704956055
1705078430-830,530d Touring xDrive Luxury Line Steptronic,BS,4053,2015,14990,200000.0,1,0,1,1,120k+,22222.22,47.54212188720703,7.589999198913574
1705078437-831,Z4 sDrive23i,ZH,8424,2011,15990,159600.0,0,0,0,0,120k+,12276.92,47.50142288208008,8.599289894104004
1705078437-832,218d xDrive Gran Tourer Steptronic,LU,6280,2019,13900,129500.0,0,0,1,1,120k+,25900.0,47.167232513427734,8.294466018676758
1705078437-833,320d Steptronic,ZH,8117,2015,18500,127000.0,0,0,0,1,120k+,14111.11,47.37153244018555,8.638799667358398
1705078437-834,Z4 M Coupé,VS,3967,2006,54000,74485.0,0,0,0,0,50-120k,4138.06,46.256649017333984,7.531381130218506
1705078437-835,X3 xDrive 30i Steptronic,ZH,8048,2020,46800,29500.0,0,0,1,1,0-50k,7375.0,47.38456344604492,8.485977172851562
1705078437-836,320d xDrive Touring M Sport Steptronic,ZH,6340,2020,32900,80500.0,0,0,1,1,50-120k,20125.0,47.179317474365234,8.530610084533691
1705078437-837,M4 Coupé Competition M xDrive,BE,3123,2022,89600,2000.0,0,1,1,1,0-50k,1000.0,46.90315628051758,7.502532005310059
1705078437-838,X3 xDrive 30d xLine Steptronic,VS,1895,2017,26900,121300.0,0,0,1,1,120k+,17328.57,46.3089714050293,6.902711391448975
1705078437-839,X6 xDrive 48V 40i M Sport Steptronic,VS,1895,2022,86900,12400.0,0,0,1,1,0-50k,6200.0,46.3089714050293,6.902711391448975
1705078437-840,120d xDrive,ZH,8620,2014,13900,136500.0,0,0,1,0,120k+,13650.0,47.308982849121094,8.79793643951416
1705078443-841,Z4 3.0si Coupé,ZH,8153,2007,18900,144991.0,0,0,0,0,120k+,8528.88,47.4549560546875,8.524186134338379
1705078443-842,325xi Steptronic,LU,6280,2008,3600,240000.0,0,0,0,1,120k+,15000.0,47.167232513427734,8.294466018676758
1705078443-843,220d xDrive Active Tourer Sport Line Steptronic,SO,4574,2017,16900,112500.0,0,0,1,1,50-120k,16071.43,47.19200134277344,7.498366832733154
1705078443-844,320d xDrive Touring Steptronic Fleet Edition,SO,4622,2020,19500,163000.0,0,0,1,1,120k+,40750.0,47.3250846862793,7.803230285644531
1705078443-845,X3 xDrive 20d Luxury Line Steptronic,SO,2540,2018,25900,140000.0,1,0,1,1,120k+,23333.33,47.20136260986328,7.386629104614258
1705078443-846,X5 xDrive 25d Steptronic,SO,2540,2018,25900,241000.0,0,0,1,1,120k+,40166.67,47.20136260986328,7.386629104614258
1705078443-847,X5 xDrive 30d Steptronic,SO,2540,2015,33900,132000.0,0,0,1,1,120k+,14666.67,47.20136260986328,7.386629104614258
1705078443-848,X3 xDrive 20d Individual xLine Steptronic,SO,2540,2018,24900,133000.0,0,0,1,1,120k+,22166.67,47.20136260986328,7.386629104614258
1705078443-849,X1 xDrive 25e Steptronic,VS,1957,2020,22900,99850.0,0,0,1,1,50-120k,24962.5,46.20488739013672,7.256554126739502
1705078443-850,X1 xDrive 20i Steptronic,LU,6280,2018,15900,145900.0,0,0,1,1,120k+,24316.67,47.167232513427734,8.294466018676758
1705078447-851,X5 xDrive 30d Steptronic,SO,2540,2015,33900,132000.0,0,0,1,1,120k+,14666.67,47.20136260986328,7.386629104614258
1705078447-852,X5 xDrive 25d Steptronic,SO,2540,2018,25900,241000.0,0,0,1,1,120k+,40166.67,47.20136260986328,7.386629104614258
1705078447-853,M550d xDrive Touring Steptronic,SG,7320,2019,53900,56000.0,0,0,1,1,50-120k,11200.0,47.04939651489258,9.440610885620117
1705078447-854,M5 xDrive Competition Drivelogic,ZH,8302,2020,85800,58000.0,0,1,1,1,50-120k,14500.0,47.462501525878906,8.579726219177246
1705078447-855,X1 xDrive 20d,VD,1305,2013,8600,197000.0,0,0,1,0,120k+,17909.09,46.61421203613281,6.524020671844482
1705078447-856,X5 xDrive 30d Steptronic,SO,2540,2014,29500,152000.0,0,0,1,1,120k+,15200.0,47.20136260986328,7.386629104614258
1705078447-857,X5 xDrive 30d Steptronic,VD,1580,2011,19780,125000.0,0,0,1,1,120k+,9615.38,46.89057922363281,7.053953647613525
1705078447-858,320i Cabriolet,VD,1580,2010,14900,100000.0,0,0,0,0,50-120k,7142.86,46.89057922363281,7.053953647613525
1705078447-859,525d xDrive Touring Steptronic,ZH,8317,2012,7999,195000.0,0,0,1,1,120k+,16250.0,47.43358612060547,8.672290802001953
1705078447-860,320d xDrive 48V Touring Steptronic M Sport Pro,SG,9036,2023,68690,5350.0,0,0,1,1,0-50k,5350.0,47.45482635498047,9.51002025604248
1705078453-861,X3 xDrive 35d Steptronic,VS,3930,2013,16500,232500.0,0,0,1,1,120k+,21136.36,46.29117965698242,7.838688850402832
1705078453-862,X3 xDrive 30e,GR,7000,7000,89900,,0,0,1,1,,,46.864017486572266,9.535412788391113
1705078453-863,X3 xDrive 20d,AG,5242,2014,13900,128847.0,0,0,1,0,120k+,12884.7,45.84852981567383,9.005949020385742
1705078453-864,X3 M40i,ZH,8051,2023,79500,5700.0,0,0,0,1,0-50k,5700.0,47.40443420410156,8.563179969787598
1705078453-865,X3 xDrive 20d,VS,3900,2014,18900,137100.0,0,0,1,1,120k+,13710.0,46.31535339355469,7.988829135894775
1705078453-866,X1 xDrive 23d 48V,BE,2504,2023,48800,26000.0,0,0,1,1,0-50k,26000.0,47.14575958251953,7.270869731903076
1705078453-867,318d AccessPlus Steptronic,TG,8587,2009,4800,201000.0,0,0,0,1,120k+,13400.0,47.55695724487305,9.26944351196289
1705078453-868,X5 xDrive 35d (3.0sd) Steptronic,VD,1530,2009,8500,285000.0,0,0,1,1,120k+,19000.0,46.830360412597656,6.941364765167236
1705078453-869,525d xDrive Touring Steptronic,BE,4538,2012,12900,182000.0,0,0,1,1,120k+,15166.67,47.250301361083984,7.6757025718688965
1705078453-870,X1 xDrive 18d M Sport Steptronic,ZH,8181,2017,19500,115950.0,0,0,1,1,50-120k,16564.29,47.509178161621094,8.503972053527832
1705078459-871,120i Steptronic,FR,1680,2017,23600,28000.0,0,0,0,1,0-50k,4000.0,46.69334030151367,6.911838054656982
1705078459-872,640i GT xDrive Steptronic,BE,3376,2018,41500,78000.0,0,0,1,1,50-120k,13000.0,47.22001266479492,7.707797527313232
1705078459-873,X3 xDrive 35d Steptronic,VS,3930,2013,16500,232500.0,0,0,1,1,120k+,21136.36,46.29117965698242,7.838688850402832
1705078459-874,X5 xDrive 30d Steptronic,SO,2540,2014,29500,152000.0,0,0,1,1,120k+,15200.0,47.20136260986328,7.386629104614258
1705078459-875,i5 M60 xDrive M Sport Pro,BE,3172,2023,128500,,0,0,1,1,,,46.92572021484375,7.3785576820373535
1705078459-876,128ti M Sport Pro Steptronic,BE,3645,3645,55900,,0,0,0,1,,,46.719242095947266,7.621585369110107
1705078459-877,330d xDrive Touring Steptronic M Sport,BE,3172,2020,36900,106000.0,0,0,1,1,50-120k,26500.0,46.92572021484375,7.3785576820373535
1705078459-878,X1 xDrive 20d M Sport Steptronic,SZ,8834,2018,23900,96500.0,0,0,1,1,50-120k,16083.33,47.17436218261719,8.717484474182129
1705078459-879,X5 xDrive 30d Steptronic,GE,1205,2012,20000,111000.0,0,0,1,1,50-120k,9250.0,46.87522888183594,8.670145988464355
1705078459-880,X5 xDrive 25d Steptronic,SO,5013,2018,44700,42900.0,0,0,1,1,0-50k,7150.0,47.369842529296875,7.986706733703613
1705078466-881,118i Steptronic,BL,4104,2016,13900,108000.0,0,0,0,1,50-120k,13500.0,47.512935638427734,7.541810512542725
1705078466-882,520d xDrive 48V Touring Steptronic,AG,5000,2023,57800,24200.0,0,0,1,1,0-50k,24200.0,47.388832092285156,8.057489395141602
1705078466-883,M3 Competition M xDrive,UR,6467,2022,92833,15500.0,0,1,1,1,0-50k,7750.0,46.869544982910156,8.650934219360352
1705078466-884,i3s (120Ah) Fleet Edition,AG,5432,2020,24900,74000.0,0,0,0,1,50-120k,18500.0,47.452388763427734,8.319158554077148
1705078466-885,X3 xDrive 48V 20d Steptronic,AG,5610,5610,79800,,0,0,1,1,,,47.34919357299805,8.265459060668945
1705078466-886,X3 xDrive 30e,AG,5610,5610,85100,,0,0,1,1,,,47.34919357299805,8.265459060668945
1705078466-887,318d,AG,5330,2013,14899,97000.0,0,0,0,0,50-120k,8818.18,47.597442626953125,8.293642044067383
1705078466-888,120d xDrive Steptronic M Sport,AG,5702,2022,42900,,0,0,1,1,,,46.459197998046875,6.213508605957031
1705078466-889,X5 xDrive 48V 30d M Sport Steptronic,AG,5702,2022,74900,53962.0,0,0,1,1,50-120k,26981.0,46.459197998046875,6.213508605957031
1705078466-890,X5 xDrive 30d Steptronic,ZH,8620,2019,63900,77300.0,0,0,1,1,50-120k,15460.0,47.308982849121094,8.79793643951416
1705078470-891,X5 xDrive 40i Steptronic,GL,8750,2019,49900,134000.0,0,0,1,1,120k+,26800.0,47.03010559082031,9.067581176757812
1705078470-892,330xi,GR,7000,2001,16900,93000.0,0,0,0,1,50-120k,4043.48,46.864017486572266,9.535412788391113
1705078470-893,520d xDrive 48V Touring Steptronic,BE,3645,2020,44900,58950.0,0,0,1,1,50-120k,14737.5,46.719242095947266,7.621585369110107
1705078470-894,320i Touring Steptronic,ZH,8404,2011,7900,163000.0,0,0,0,1,120k+,12538.46,47.51799392700195,8.762868881225586
1705078470-895,X1 xDrive 25e M Sport Steptronic,FR,1712,2022,39900,20900.0,0,0,1,1,0-50k,10450.0,46.81084442138672,7.218499660491943
1705078470-896,X6 xDrive 40d Steptronic,BE,3007,2011,16990,240500.0,0,0,1,1,120k+,18500.0,47.359886169433594,9.263262748718262
1705078470-897,320d xDrive Touring M Sport Line Steptronic,ZH,8405,2015,18900,167000.0,0,0,1,1,120k+,18555.56,47.48430633544922,8.75904369354248
1705078470-898,X3 xDrive 35d (3.0sd) Steptronic,BE,3627,2007,12900,203000.0,0,0,1,1,120k+,11941.18,46.783729553222656,7.604698657989502
1705078470-899,325i xDrive Touring more4you,SG,9469,2009,6900,147300.0,0,0,1,0,120k+,9820.0,47.2099494934082,9.489740371704102
1705078470-900,M5 xDrive  Competition Drivelogic,TG,8500,2022,129900,3950.0,0,1,1,1,0-50k,1975.0,47.549861907958984,8.935318946838379
